timestamp,region,service_type,demand_units,capacity_allocated,cost_usd,availability_pct,customer_growth_rate,enterprise_it_spending_index
04-12-2023,East US,Storage,1266,1413,172.91,97.16,0.0391,1.006
04-12-2023,West Europe,Compute,1642,1852,218.71,98.21,0.0228,0.995
04-12-2023,West Europe,Storage,1226,1448,101.21,98.02,0.024,1.186
04-12-2023,Central India,Compute,1501,1645,102.3,99.86,0.0236,0.87
04-12-2023,Central India,Storage,739,1001,64.28,98.15,0.0138,1.053
04-12-2023,Southeast Asia,Compute,1595,1749,163.81,99.79,0.0388,1.192
04-12-2023,Southeast Asia,Storage,722,897,49.79,97.33,0.0204,0.809
05-12-2023,East US,Compute,1714,1936,191.58,98.84,0.043,0.991
05-12-2023,East US,Storage,841,913,67.71,98.73,0.0448,1.061
05-12-2023,West Europe,Compute,952,1062,71.35,99.36,0.0111,1.193
05-12-2023,West Europe,Storage,1375,1571,145.48,99.79,0.0303,0.906
05-12-2023,Central India,Compute,1210,1320,143.94,98.63,0.0373,0.959
05-12-2023,Central India,Storage,1428,1494,124.35,99.72,0.0317,1.129
05-12-2023,Southeast Asia,Compute,1757,2045,205.02,98.78,0.0314,0.999
05-12-2023,Southeast Asia,Storage,1648,1920,88.52,99.14,0.0378,0.879
06-12-2023,East US,Compute,1591,1745,109.45,97.63,0.019,1.197
06-12-2023,East US,Storage,704,839,37.43,98.59,0.0139,1.148
06-12-2023,West Europe,Compute,783,856,82.19,97.26,0.0295,0.821
06-12-2023,West Europe,storage,1318,1449,124.88,99.85,0.025,0.858
06-12-2023,Central India,Compute,1809,2032,,99.34,0.0458,1.092
06-12-2023,Central India,Storage,1489,1687,167.38,98.79,0.0176,0.999
06-12-2023,Southeast Asia,Compute,1933,2058,223.08,99.22,0.0245,1.176
06-12-2023,Southeast Asia,Storage,,2143,175.38,97.48,0.0391,0.863
07-12-2023,East US,Compute,1299,1574,137.04,99.26,0.0412,0.871
07-12-2023,East US,Storage,615,911,59.81,97.83,0.0119,1.011
07-12-2023,west europe,Compute,1853,1909,198.34,99.68,0.0485,1.092
07-12-2023,West Europe,Storage,871,1139,53.07,99.73,0.022,0.934
07-12-2023,Central India,Compute,862,991,122.33,98.66,0.045,0.826
07-12-2023,Central India,Storage,1844,2062,105.61,97.82,0.04,0.897
07-12-2023,Southeast Asia,Compute,846,941,91.99,99.06,0.0125,0.815
07-12-2023,Southeast Asia,Storage,1963,2061,111.18,99.17,0.024,1.093
08-12-2023,East US,Compute,1104,1393,104.66,97.55,0.0335,0.864
08-12-2023,East US,Storage,1404,1518,155.04,99.84,0.0246,1.008
08-12-2023,West Europe,Compute,1461,1704,215.97,99.64,0.0135,1.191
08-12-2023,West Europe,Storage,1528,1695,196.95,99.37,0.0232,1.16
08-12-2023,Central India,Compute,1856,2009,153.12,98.16,0.0177,1.082
08-12-2023,Central India,Storage,1172,1273,107.37,97.31,0.0205,0.932
08-12-2023,Southeast Asia,Compute,1714,1818,113.35,98.05,0.0232,1.041
08-12-2023,Southeast Asia,Storage,1540,1605,109.78,98.11,0.0271,0.817
09-12-2023,East US,compute,1432,1717,96.67,98.93,0.0192,1.132
09-12-2023,East US,Storage,1776,1978,142.7,98.76,0.0295,1.074
09-12-2023,West Europe,Compute,790,878,71.86,98.34,0.0241,1.002
09-12-2023,West Europe,Storage,683,759,62.01,99.74,0.0355,0.875
09-12-2023,Central India,Compute,924,1164,79.93,98.44,0.0215,1
09-12-2023,Central India,Storage,,1964,162.25,99.24,0.0485,1.199
09-12-2023,Southeast Asia,Compute,1849,1938,168.13,99.5,0.0138,1.082
09-12-2023,Southeast Asia,Storage,1531,1670,216.28,,0.0475,1.104
10-12-2023,east us,Compute,513,796,59.79,99.82,0.0453,1.112
10-12-2023,East US,Storage,1139,1237,149.24,99.3,0.0159,1.006
10-12-2023,West Europe,Compute,1523,1817,91.41,98.59,0.0411,1.013
10-12-2023,West Europe,Storage,1455,1513,174.47,98.55,0.012,0.871
10-12-2023,Central India,Compute,1613,1696,205.25,97.46,0.0396,0.909
10-12-2023,Central India,Storage,1477,1579,101.11,99.23,0.0303,0.989
10-12-2023,Southeast Asia,Compute,511,647,73.83,97.45,0.017,0.984
10-12-2023,southeast asia,Storage,1719,1986,161.04,97.43,0.0139,0.953
11-12-2023,East US,compute,590,857,71.3,98.5,0.0155,0.806
11-12-2023,East US,Storage,1818,1904,128.69,98.63,0.0263,1.076
11-12-2023,West Europe,Compute,1020,1204,150.55,97.66,0.0341,1.009
11-12-2023,West Europe,Storage,1516,1593,144.13,98.52,0.0486,1.001
11-12-2023,Central India,Compute,1355,1648,196.54,97.77,0.021,1.066
11-12-2023,Central India,Storage,1990,2265,273.58,98.3,0.0381,0.846
11-12-2023,Southeast Asia,Compute,907,1002,75.73,99.23,0.0323,1.163
11-12-2023,Southeast Asia,Storage,1109,1203,143.68,97.04,0.0248,1.106
12-12-2023,East US,Compute,711,899,,98.28,0.0188,1.191
12-12-2023,East US,storage,1394,1461,193.63,97.77,0.0302,0.913
12-12-2023,West Europe,Compute,1922,2160,164.57,99.9,0.0493,1.074
12-12-2023,West Europe,Storage,1302,1353,162.66,98.7,0.0266,1.083
12-12-2023,Central India,Compute,994,1074,65.9,99.57,0.0454,0.839
12-12-2023,Central India,Storage,1153,1243,162.97,99.56,0.0377,1.113
12-12-2023,Southeast Asia,Compute,1725,1944,94.87,98.67,0.0217,0.886
12-12-2023,southeast asia,Storage,1052,1286,89.31,98.9,0.035,1.157
13-12-2023,East US,Compute,1087,1157,83.11,98.02,0.0145,1.041
13-12-2023,East US,storage,1031,1153,58.83,97.13,0.0218,1.065
13-12-2023,West Europe,Compute,1995,2075,137.49,99.4,0.0361,0.8
13-12-2023,West Europe,Storage,1989,2087,143.27,99.49,0.0124,0.825
13-12-2023,central india,Compute,1452,1703,203.41,99.78,0.0122,1.109
13-12-2023,Central India,Storage,1368,1584,90.27,99.59,0.0375,1.155
13-12-2023,Southeast Asia,compute,1587,1742,121.43,98.72,0.0497,0.825
13-12-2023,Southeast Asia,Storage,959,1073,79.36,99.04,0.0371,0.975
14-12-2023,East US,Compute,1248,1369,138.26,98.43,0.0312,0.986
14-12-2023,East US,Storage,,1191,142.79,99.75,0.0399,1.073
14-12-2023,West Europe,Compute,829,1106,90.18,99.47,0.0216,1.113
14-12-2023,West Europe,Storage,626,778,90.42,99.92,0.0482,1.128
14-12-2023,Central India,Compute,998,1286,115.94,97.5,0.0406,1.194
14-12-2023,Central India,Storage,1833,2075,137.61,98.24,0.0304,0.889
14-12-2023,Southeast Asia,Compute,1966,2038,116.58,97.33,0.0192,1.105
14-12-2023,Southeast Asia,Storage,1194,1422,59.99,99.63,0.0139,1.082
15-12-2023,East US,Compute,1347,1632,176.55,98.75,0.0493,1.106
15-12-2023,East US,storage,854,928,123.91,97.46,0.0158,0.98
15-12-2023,West Europe,Compute,589,708,87.55,99.83,0.0107,1.135
15-12-2023,West Europe,Storage,1750,1965,107.9,97.07,0.0414,0.935
15-12-2023,Central India,Compute,1263,1379,117.97,99.39,0.0399,0.825
15-12-2023,Central India,Storage,1151,1347,63.43,98.76,0.0286,1.176
15-12-2023,Southeast Asia,Compute,1106,1228,78.9,99.81,0.0383,1.198
15-12-2023,southeast asia,Storage,1389,1675,183.15,99.85,0.0486,1.046
16-12-2023,East US,Compute,,1533,99.24,97.39,0.0227,0.97
16-12-2023,East US,storage,874,1008,65.9,97.24,0.0186,0.907
16-12-2023,West Europe,Compute,595,707,45.31,99.09,0.0295,0.967
16-12-2023,West Europe,Storage,1132,1186,60.04,98.63,0.021,1.025
16-12-2023,Central India,Compute,612,689,,97.03,0.0317,1.112
16-12-2023,Central India,Storage,1468,1765,150.11,97.11,0.0343,1.168
16-12-2023,Southeast Asia,Compute,669,916,47.58,99.51,0.0243,0.842
16-12-2023,Southeast Asia,Storage,1541,1733,87.49,97.99,0.0263,0.818
17-12-2023,East US,Compute,1284,1344,109.96,99.26,0.0265,1.124
17-12-2023,East US,Storage,680,876,70.25,97.52,0.0133,1.083
17-12-2023,West Europe,Compute,1531,1665,96.66,97.07,0.0408,1.162
17-12-2023,West Europe,Storage,915,1046,45.93,,0.0242,1.127
17-12-2023,Central India,Compute,1831,2108,206.69,98.96,0.0483,1.125
17-12-2023,Central India,Storage,1736,2028,193.47,99.93,0.0225,0.959
17-12-2023,Southeast Asia,Compute,1914,2072,240.64,97.58,0.0279,0.864
17-12-2023,Southeast Asia,Storage,1290,1371,66.12,98.68,0.0231,0.994
18-12-2023,East US,Compute,1067,1124,93.59,98.15,0.0141,0.845
18-12-2023,East US,Storage,711,798,99.21,98.76,0.0338,0.984
18-12-2023,West Europe,Compute,554,745,,98.73,0.0499,1.104
18-12-2023,West Europe,Storage,1044,1324,131.6,98.97,0.0308,0.968
18-12-2023,Central India,Compute,1101,1349,111.52,98.19,0.0481,0.95
18-12-2023,Central India,Storage,677,958,46.32,99.78,0.048,0.981
18-12-2023,Southeast Asia,Compute,1990,2197,296.41,97.83,0.0185,0.876
18-12-2023,Southeast Asia,Storage,1447,1667,81.98,99.74,0.019,1.15
19-12-2023,East US,Compute,512,708,70.18,98.45,0.0403,0.951
19-12-2023,East US,Storage,627,716,61.33,99.59,0.0161,1.069
19-12-2023,West Europe,Compute,806,868,110.28,97.32,0.0476,0.928
19-12-2023,West Europe,Storage,1744,2025,149.53,97.29,0.0227,0.921
19-12-2023,Central India,Compute,1824,2087,239.93,97.46,0.0318,0.928
19-12-2023,Central India,Storage,690,748,59.44,98.64,0.0475,1.121
19-12-2023,Southeast Asia,Compute,1619,1779,156.93,98.95,0.0458,1.108
19-12-2023,Southeast Asia,Storage,1184,1325,62.09,98.92,0.019,1.094
20-12-2023,East US,Compute,789,953,91.64,98.74,0.027,0.936
20-12-2023,East US,Storage,1634,1685,201.43,97.79,0.0275,0.842
20-12-2023,West Europe,Compute,1368,1506,107.27,98.67,0.0302,0.836
20-12-2023,West Europe,Storage,1053,1196,82.43,98.11,0.0152,1.092
20-12-2023,Central India,Compute,1289,1551,105.42,97.41,0.0198,0.912
20-12-2023,Central India,Storage,1846,2064,271.57,99.63,0.0338,1.117
20-12-2023,Southeast Asia,Compute,998,1176,108.44,99.44,0.0428,1.031
20-12-2023,Southeast Asia,Storage,1864,2118,143.23,97.95,0.046,0.895
21-12-2023,east us,Compute,779,847,44.27,99.12,0.0406,0.906
21-12-2023,East US,Storage,1252,1324,98.96,99.65,0.0279,1.003
21-12-2023,West Europe,Compute,619,901,37.75,98.81,0.0156,0.939
21-12-2023,West Europe,Storage,721,775,,99.8,0.0345,1.066
21-12-2023,Central India,compute,991,1066,86.99,97.28,0.049,0.913
21-12-2023,Central India,Storage,1800,1976,234.75,99.02,0.0258,0.96
21-12-2023,Southeast Asia,Compute,1697,1834,191.53,99.1,0.0294,1.102
21-12-2023,Southeast Asia,Storage,945,1222,101.49,99.49,0.0441,0.907
22-12-2023,East US,compute,536,600,66.96,97.7,0.0384,0.863
22-12-2023,East US,Storage,1894,2093,179.44,97.52,0.0252,1.102
22-12-2023,West Europe,Compute,1019,1153,82.04,99.36,0.0284,0.979
22-12-2023,West Europe,Storage,1822,1882,113.86,99.21,0.0317,1.158
22-12-2023,Central India,Compute,708,872,86.12,99.78,0.0249,0.872
22-12-2023,Central India,Storage,1586,1880,155.97,99.67,0.0491,0.948
22-12-2023,Southeast Asia,Compute,977,1118,119.92,97.83,0.0216,1.025
22-12-2023,Southeast Asia,Storage,1384,1523,100.41,98.83,0.0344,0.835
23-12-2023,East US,Compute,1559,1798,208.22,97.16,0.0344,1.056
23-12-2023,East US,Storage,1576,1664,183.89,98.37,0.0256,1.123
23-12-2023,West Europe,Compute,1792,2026,204.19,97.62,0.0437,1.064
23-12-2023,West Europe,Storage,1852,1912,232.03,97.97,0.0422,0.874
23-12-2023,Central India,Compute,1204,1259,77.26,98.53,0.0417,1.05
23-12-2023,Central India,Storage,740,809,,99.73,0.0134,0.921
23-12-2023,Southeast Asia,Compute,1884,2157,234.52,99.33,0.0155,0.842
23-12-2023,Southeast Asia,Storage,1967,2244,166.39,98.06,0.0488,1.136
24-12-2023,East US,Compute,1621,1915,166.26,98.85,0.0362,0.851
24-12-2023,East US,Storage,1861,1981,165.46,97.74,0.032,0.969
24-12-2023,West Europe,Compute,710,848,83.66,98.81,0.0382,0.994
24-12-2023,West Europe,Storage,1909,2156,232.49,99.85,0.0396,1.08
24-12-2023,Central India,Compute,1684,1856,164.7,99.4,0.0478,1.165
24-12-2023,Central India,Storage,781,1005,81.29,98.82,0.0428,0.826
24-12-2023,Southeast Asia,Compute,1374,1648,123.03,98.08,0.0411,1.089
24-12-2023,Southeast Asia,Storage,1566,1684,179.62,98.96,0.0199,0.819
25-12-2023,East US,Compute,1421,1567,143.53,98.06,0.0316,1.097
25-12-2023,East US,Storage,1656,1868,238.33,98.8,0.0401,0.924
25-12-2023,West Europe,Compute,1801,2001,204.32,98.19,0.0354,1.183
25-12-2023,West Europe,Storage,511,623,65.96,98.83,0.0199,0.94
25-12-2023,Central India,Compute,923,1180,77.37,98.61,0.0143,1.072
25-12-2023,Central India,Storage,979,1256,110.8,97.29,0.0156,1.099
25-12-2023,Southeast Asia,Compute,1060,1146,113.8,98.62,0.0153,0.81
25-12-2023,Southeast Asia,Storage,1774,1891,212.81,97.66,0.0491,1.107
26-12-2023,East US,Compute,1271,1507,70.8,97.52,0.0155,1.114
26-12-2023,East US,Storage,1628,1791,236.39,97.48,0.0139,0.909
26-12-2023,West Europe,Compute,1529,1622,184.09,98.95,0.0184,0.818
26-12-2023,West Europe,Storage,1465,1738,141.83,99.44,0.0193,0.884
26-12-2023,Central India,compute,1350,1632,119.24,98.92,0.0176,0.909
26-12-2023,Central India,Storage,798,1089,86.36,99.89,0.0286,0.887
26-12-2023,Southeast Asia,Compute,1622,1818,135.52,99.97,0.0285,1.157
26-12-2023,Southeast Asia,Storage,1202,1275,104.3,99.47,0.0398,1.028
27-12-2023,East US,Compute,944,1183,115.03,97.65,0.0344,1.134
27-12-2023,East US,Storage,707,907,58.04,97.49,0.0347,1.083
27-12-2023,West Europe,Compute,738,820,46.89,98.92,0.0246,1.068
27-12-2023,West Europe,Storage,1304,1545,143.63,99.56,0.0142,0.868
27-12-2023,Central India,Compute,1536,1822,95.01,99.54,0.0473,1.035
27-12-2023,Central India,Storage,650,730,44.88,98.89,0.0405,1.035
27-12-2023,Southeast Asia,Compute,1868,1936,142.02,98.26,0.0431,1.105
27-12-2023,Southeast Asia,Storage,947,1228,115.91,98.85,0.0274,1.025
28-12-2023,East US,Compute,821,1049,109.22,97.5,0.0479,1.191
28-12-2023,East US,Storage,1399,1637,81.41,99.43,0.022,0.952
28-12-2023,West Europe,Compute,886,1044,86.74,98.28,0.0281,0.973
28-12-2023,West Europe,Storage,1568,1634,103.6,98.06,0.0205,1.011
28-12-2023,Central India,Compute,1744,1894,213.15,99.93,0.021,1.078
28-12-2023,Central India,Storage,1274,1390,117.6,99.87,0.0308,1.042
28-12-2023,Southeast Asia,Compute,1691,1870,126.47,97.73,0.0359,0.86
28-12-2023,Southeast Asia,Storage,1215,1435,141.1,99.02,0.0328,1.194
29-12-2023,East US,Compute,675,884,61.62,99.35,0.0168,1.185
29-12-2023,East US,storage,1228,1454,135.99,97.58,0.0294,1.011
29-12-2023,West Europe,Compute,1042,1309,59.34,98.76,0.0277,0.993
29-12-2023,West Europe,Storage,1377,1642,140.69,97.82,0.0176,0.808
29-12-2023,Central India,Compute,1952,2222,231.73,97.04,0.0168,0.983
29-12-2023,Central India,Storage,1167,1314,116.49,97.39,0.0361,1.121
29-12-2023,Southeast Asia,Compute,1167,1270,63.68,99.68,0.0399,1.009
29-12-2023,Southeast Asia,Storage,1493,1606,115.17,97.41,0.0315,1.017
30-12-2023,East US,Compute,596,789,73.69,98.32,0.0126,1.104
30-12-2023,East US,Storage,1692,1991,120.99,97.65,0.0339,0.927
30-12-2023,West Europe,Compute,1623,1906,209.39,99.04,0.0254,0.872
30-12-2023,West Europe,Storage,1726,1995,237.25,99.26,0.047,0.95
30-12-2023,Central India,Compute,598,865,57.62,98.91,0.0233,0.947
30-12-2023,Central India,Storage,1835,2071,143.8,99.67,0.0437,0.915
30-12-2023,southeast asia,Compute,1780,1906,151.46,98.46,0.0167,0.814
30-12-2023,Southeast Asia,Storage,835,985,122.71,98.06,0.0256,0.981
31-12-2023,East US,Compute,556,704,67.9,99.35,0.0391,1.089
31-12-2023,East US,Storage,1387,1668,79.86,97.46,0.0172,1.019
31-12-2023,West Europe,Compute,738,901,104.38,98.97,0.0199,1.062
31-12-2023,West Europe,Storage,1970,2199,125.45,98.72,0.0172,0.868
31-12-2023,Central India,Compute,1621,1805,90.5,97.73,0.0318,0.905
31-12-2023,central india,Storage,702,813,,97.67,0.0352,1.129
31-12-2023,Southeast Asia,compute,996,1241,72.19,98.85,0.0246,1.167
31-12-2023,Southeast Asia,Storage,1962,2109,140.02,97.41,0.0326,1.146
01-01-2024,East US,Compute,741,1014,79.4,98.7,0.0161,1.097
01-01-2024,East US,Storage,1482,1755,121.2,,0.0421,1.106
01-01-2024,West Europe,Compute,1443,1721,,97.07,0.023,1.154
01-01-2024,West Europe,Storage,575,797,43.61,97.36,0.0473,1.123
01-01-2024,Central India,compute,604,732,72.98,98.5,0.0356,1.172
01-01-2024,Central India,Storage,1985,2243,282.66,98.99,0.0348,1.17
01-01-2024,Southeast Asia,Compute,1990,2095,259.83,99.63,0.01,0.836
01-01-2024,Southeast Asia,Storage,509,588,72.68,99.42,0.0177,1.193
02-01-2024,East US,Compute,1932,2051,148.62,98.22,0.038,0.95
02-01-2024,East US,storage,,789,50.69,97.42,0.0482,1.078
02-01-2024,West Europe,Compute,862,1033,51.81,98.57,0.0443,1.038
02-01-2024,West Europe,Storage,1373,1477,201.83,98.02,0.0203,1.045
02-01-2024,Central India,Compute,1010,1176,92.25,97.94,0.0374,0.816
02-01-2024,Central India,Storage,500,711,63.17,99.3,0.0427,1.132
02-01-2024,Southeast Asia,Compute,1643,1696,201.89,97.03,0.034,0.832
02-01-2024,Southeast Asia,Storage,590,813,42.77,97.64,0.0408,1.1
03-01-2024,East US,Compute,1630,1813,210.04,97.06,0.0118,0.92
03-01-2024,East US,Storage,1915,2174,205.83,98.73,0.012,0.944
03-01-2024,West Europe,Compute,1042,1307,128.87,97.52,0.0341,0.988
03-01-2024,West Europe,Storage,1317,1491,149.64,98.99,0.0341,0.831
03-01-2024,Central India,Compute,669,809,55.88,98.7,0.0312,1.031
03-01-2024,Central India,Storage,778,933,45.78,,0.0458,0.835
03-01-2024,Southeast Asia,Compute,668,813,57.8,98.96,0.0181,0.994
03-01-2024,Southeast Asia,Storage,1719,1920,126.26,97.12,0.0378,0.874
04-01-2024,East US,Compute,896,1186,62.09,97.23,0.0105,0.822
04-01-2024,East US,Storage,1648,1931,197.8,97.84,0.0448,1.108
04-01-2024,West Europe,Compute,1605,1859,214.81,97.45,0.0134,0.979
04-01-2024,West Europe,Storage,1519,1581,128.51,,0.014,0.977
04-01-2024,Central India,Compute,1980,2145,118.95,97.08,0.0314,1.098
04-01-2024,Central India,storage,940,1190,139.61,99.45,0.0382,0.991
04-01-2024,Southeast Asia,Compute,1527,1648,102.17,99.61,0.0456,1.082
04-01-2024,Southeast Asia,Storage,1061,1263,110.41,97.61,0.0315,1.181
05-01-2024,East US,Compute,1998,2291,248.57,98.05,0.0137,1.168
05-01-2024,East US,Storage,1799,1891,239.83,99.63,0.0125,1.048
05-01-2024,West Europe,Compute,1871,2099,178.32,99.91,0.0387,0.855
05-01-2024,West Europe,Storage,939,1063,88.59,98.3,0.0393,0.917
05-01-2024,Central India,Compute,1936,2016,161.86,99.76,0.0468,0.815
05-01-2024,Central India,Storage,904,975,64.67,97.91,0.0447,0.823
05-01-2024,Southeast Asia,Compute,1783,1984,92.67,99.64,0.0279,1.09
05-01-2024,Southeast Asia,Storage,878,942,60.71,,0.0444,1.175
06-01-2024,East US,Compute,1092,1381,122.9,98.18,0.0258,1.078
06-01-2024,East US,Storage,1180,1386,72,97.55,0.0297,0.939
06-01-2024,West Europe,Compute,1579,1671,138.57,99.65,0.0417,0.865
06-01-2024,West Europe,Storage,,919,80.74,97.5,0.025,0.955
06-01-2024,central india,Compute,1290,1586,162.78,99.49,0.0119,1.024
06-01-2024,Central India,Storage,1906,2091,256.69,97.6,0.043,1.086
06-01-2024,Southeast Asia,Compute,1083,1229,97.78,99.49,0.0105,0.991
06-01-2024,Southeast Asia,Storage,1202,1273,153.4,97.54,0.0237,0.992
07-01-2024,East US,Compute,1001,1066,57.41,98.33,0.0442,1.069
07-01-2024,East US,Storage,1347,1570,122.62,99.08,0.036,0.898
07-01-2024,West Europe,Compute,,864,,99.78,0.0154,1.179
07-01-2024,West Europe,Storage,752,1005,97.58,98.52,0.0103,0.827
07-01-2024,Central India,Compute,1770,1861,252.96,99.14,0.042,1.024
07-01-2024,Central India,Storage,952,1118,114.1,99.82,0.0278,1.047
07-01-2024,Southeast Asia,Compute,1431,1511,136.35,99.93,0.0319,1.003
07-01-2024,Southeast Asia,Storage,1926,1978,189.09,97.44,0.0361,0.902
08-01-2024,East US,Compute,1647,1896,191.65,98.23,0.0137,1.028
08-01-2024,East US,Storage,1904,2176,223.73,97.07,0.0285,1.024
08-01-2024,West Europe,Compute,1784,1993,229.23,99.96,0.0215,1.101
08-01-2024,West Europe,storage,732,810,84.65,98.87,0.0309,0.813
08-01-2024,Central India,Compute,1227,1404,151.08,99.59,0.0419,0.825
08-01-2024,Central India,Storage,1599,1834,192.4,99.7,0.0411,0.958
08-01-2024,Southeast Asia,Compute,1036,1286,91.24,99.62,0.0259,0.975
08-01-2024,Southeast Asia,storage,1443,1601,72.29,98.4,0.0496,0.949
09-01-2024,East US,Compute,787,975,113.46,98.35,0.0459,1.029
09-01-2024,East US,Storage,752,968,,97.16,0.0204,1.064
09-01-2024,West Europe,Compute,760,1035,83.17,,0.023,0.991
09-01-2024,West Europe,storage,521,587,77.98,99.35,0.0475,1.011
09-01-2024,Central India,Compute,912,1055,115.95,98.06,0.0271,1.11
09-01-2024,Central India,Storage,1019,1228,52.29,98.82,0.0126,1.071
09-01-2024,Southeast Asia,Compute,1435,1579,211.27,99.38,0.024,1.023
09-01-2024,Southeast Asia,Storage,538,630,27.88,98.32,0.0231,0.837
10-01-2024,East US,Compute,,1501,104.45,97.35,0.0299,1.009
10-01-2024,East US,Storage,831,1039,47.44,98.87,0.0142,0.94
10-01-2024,West Europe,compute,1719,1773,155.61,99.52,0.0335,0.973
10-01-2024,West Europe,Storage,827,1022,72.9,98.04,0.0343,0.81
10-01-2024,Central India,Compute,1759,1990,99.67,98.55,0.0171,1.055
10-01-2024,Central India,Storage,,2045,234.69,97.58,0.0156,0.869
10-01-2024,Southeast Asia,Compute,837,1123,54.43,99.18,0.0201,1.032
10-01-2024,Southeast Asia,Storage,1423,1585,147.48,99.75,0.0197,1.095
11-01-2024,East US,Compute,881,983,,,0.0449,1.166
11-01-2024,East US,storage,1382,1440,,97.01,0.0244,1.071
11-01-2024,West Europe,Compute,1894,1945,127.28,97.53,0.0194,1.186
11-01-2024,West Europe,Storage,1316,1384,117.66,97.36,0.0485,1.002
11-01-2024,Central India,Compute,1023,1109,94.73,99.28,0.0267,1.017
11-01-2024,Central India,Storage,,1620,195.68,99.7,0.0398,0.971
11-01-2024,southeast asia,Compute,912,1190,101.13,99.84,0.0171,0.863
11-01-2024,Southeast Asia,Storage,1334,1570,78.29,98.44,0.0389,0.986
12-01-2024,East US,Compute,1255,1342,86.54,97.9,0.0224,0.876
12-01-2024,East US,Storage,854,1091,97.18,97.59,0.0326,1.175
12-01-2024,West Europe,Compute,1354,1497,117.13,98.4,0.0485,0.995
12-01-2024,West Europe,Storage,1500,1639,117.55,98.99,0.0413,0.996
12-01-2024,Central India,Compute,1754,2044,157.69,99.66,0.0448,1.033
12-01-2024,Central India,Storage,1449,1642,201.34,98.43,0.018,1.017
12-01-2024,Southeast Asia,Compute,1269,1506,174.6,,0.0355,0.919
12-01-2024,Southeast Asia,Storage,1246,1430,156.35,98.97,0.0375,1.02
13-01-2024,East US,Compute,1224,1294,95,97.99,0.0479,1.168
13-01-2024,East US,Storage,938,1136,131.47,99.38,0.0203,0.988
13-01-2024,West Europe,Compute,1821,1919,102.26,98.74,0.0147,0.802
13-01-2024,West Europe,Storage,1874,2005,115.64,99.93,0.0101,1.157
13-01-2024,Central India,Compute,1488,1661,182.6,,0.0459,1.024
13-01-2024,Central India,Storage,660,920,96.76,98.9,0.0494,1.111
13-01-2024,Southeast Asia,Compute,1851,2034,226.5,98.06,0.0166,1.028
13-01-2024,Southeast Asia,Storage,1810,1929,97.94,97.44,0.0213,1.013
14-01-2024,East US,Compute,1407,1576,112.93,99.09,0.0253,1.119
14-01-2024,East US,Storage,684,918,101.62,99.65,0.013,0.952
14-01-2024,west europe,compute,571,718,34.52,97.26,0.0203,1.188
14-01-2024,West Europe,Storage,698,935,68.01,98,0.0128,0.925
14-01-2024,Central India,Compute,1861,1966,169.47,98.58,0.0336,1.031
14-01-2024,Central India,Storage,650,702,54.27,97.16,0.0413,0.827
14-01-2024,Southeast Asia,Compute,1674,1849,203.49,98.1,0.027,1.132
14-01-2024,Southeast Asia,Storage,,1773,184.95,98.48,0.0317,0.975
15-01-2024,East US,compute,862,1075,85.17,98.6,0.048,1.023
15-01-2024,East US,Storage,1278,1388,138.47,98.52,0.0124,1.066
15-01-2024,West Europe,Compute,1627,1770,210.07,97.52,0.0266,0.985
15-01-2024,West Europe,Storage,764,1015,76.01,99.77,0.0114,0.807
15-01-2024,Central India,Compute,861,1043,85.57,99.25,0.0264,1.124
15-01-2024,Central India,Storage,977,1047,146.3,97.44,0.026,1.022
15-01-2024,Southeast Asia,Compute,1764,1857,148.15,98.84,0.0263,0.974
15-01-2024,Southeast Asia,Storage,1277,1456,84.52,99.9,0.0441,1.057
16-01-2024,East US,Compute,660,775,88.49,100,0.0173,1.006
16-01-2024,East US,Storage,869,935,116.51,99.97,0.0151,0.912
16-01-2024,West Europe,Compute,1375,1434,181.29,98.87,0.0477,0.938
16-01-2024,West Europe,Storage,859,956,111.34,97.97,0.0465,1.057
16-01-2024,Central India,Compute,1958,2068,195.42,98.68,0.0336,0.997
16-01-2024,Central India,Storage,1901,2185,151.28,97.31,0.0286,1
16-01-2024,Southeast Asia,Compute,1975,2117,221.03,98,0.0328,0.93
16-01-2024,Southeast Asia,Storage,1627,1909,100.23,98.62,0.0253,0.998
17-01-2024,East US,Compute,629,895,49.76,99.38,0.0222,1.078
17-01-2024,East US,Storage,806,995,105.21,,0.0208,0.917
17-01-2024,West Europe,Compute,1229,1481,149.45,98.97,0.0146,0.847
17-01-2024,west europe,Storage,1482,1746,141.27,97.03,0.0437,0.804
17-01-2024,Central India,Compute,1579,1784,99.09,97.45,0.0206,1.027
17-01-2024,Central India,Storage,724,949,74.35,97.62,0.0303,1.076
17-01-2024,Southeast Asia,Compute,1491,1657,164.5,99.52,0.0419,0.833
17-01-2024,Southeast Asia,Storage,,940,96.87,99.16,0.0498,1.174
18-01-2024,East US,Compute,1559,1826,148.97,98.49,0.0467,0.947
18-01-2024,East US,Storage,1311,1553,162.53,99.49,0.0251,1.058
18-01-2024,West Europe,Compute,1354,1479,132.25,98.82,0.0129,0.834
18-01-2024,West Europe,Storage,,662,63.8,97.32,0.0294,1.052
18-01-2024,Central India,Compute,1863,2058,153.67,97.46,0.0122,1.092
18-01-2024,Central India,Storage,935,1029,103.92,98.26,0.0183,0.94
18-01-2024,Southeast Asia,Compute,1034,1270,79.49,99.64,0.0159,0.854
18-01-2024,Southeast Asia,Storage,1594,1843,150.92,98.67,0.0222,0.843
